Response_ID,Group_ID,Group,Statement,Optimist,Hopeful,Curious,Neutral,Cautious,Skeptical,Pessimist,Op_hop,Op_cur,Op_cau,Op_skep,Op_pess,Hop_cur,Hop_neu,Hop_cau,Hop_skep,Hop_pess,Cur_neu,Cur_cau,Cur_skep,Cur_pess,Cau_neu,Cau_skep,Cau_pess,Skep_neu,Skep_pess,Op_cur_cau,Hop_cur_cau,Hop_cau_skep,Cau_skep_neu,PA,Pos_emotion,NA,Neg_emotion,HomeOwner,Involvement,Choice,INNOV,RET,ENV,SUM_INN_RET_ENV,Age,Gender,Education,Income,Occupants,HomeType,Region,Region_recoded,Area,SubjKnow,Know_recoded,BoilerWilling,HobWilling,H2homeWilling,Composite_adoption,H2futures,H2community,H2home,Composite_acceptance,Response
R374,BLG374,1,There have to be very significant considerations in terms of cost to average citizens. The benefits are to be felt long term so there’s no harm in spreading the cost over several years...even centuries if necessary.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,2,3,8,1,2,3,5,2,4,10,2,3,1,1,3,3,3,3,7,7,7,7,7
R375,BLG375,1,"There needs to be more information, especially regarding other energy sources such as underground heat pumps in order to make fully informed decisions.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,3,8,2,2,3,1,3,5,9,1,3,1,1,2,2,2,2,5,5,5,5,3
R376,BLG376,1,There needs to be more public awareness and education.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,2,2,7,3,2,1,1,2,1,11,4,3,1,1,1,1,1,1,1,2,1,1.33,3
R377,BLG377,1,There needs to be much more research and a lot more trials to convince me to change from what I currently use at home.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,.,,1,1,1,3,3,3,9,1,1,1,8,3,4,2,2,3,3,3,3,3,3,3,5,5,5,5,7
R378,BLG378,1,There’s not enough information or tv ads explaining it all.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,2,3,2,7,2,2,3,3,1,5,8,3,5,1,1,3,3,3,3,7,7,7,7,6
R379,BLG379,1,There’s really no difference in my attitude.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,2,3,8,1,2,3,1,2,4,11,4,3,2,2,4,4,4,4,6,6,7,6.33,7
R380,BLG380,1,"Think it sounds positive, and if there is a cost it is something I would expect to be returned with use.",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,3,2,3,2,3,8,2,2,1,5,3,1,9,1,3,1,1,2,2,2,2,5,5,4,4.67,6
R381,BLG381,1,Think it's a good idea.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,2,2,2,6,2,2,1,7,3,5,5,4,3,1,1,4,4,4,4,9,9,10,9.33,7
R382,BLG382,1,Think there needs to be so much more investigation.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,2,3,8,1,2,4,3,2,1,3,2,4,1,1,3,3,3,3,10,8,8,8.67,5
R383,BLG383,1,This has been a very interesting topic and something I was completely unaware of. The government needs to do more to educate the public on this important topic.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,2,2,7,1,2,3,3,3,4,11,4,4,3,3,3,3,3,3,8,2,8,6,7
R384,BLG384,1,"This is a really interesting survey and I also learnt from this. I fully support the switch from natural gas to hydrogen, if this is better for the environment. It was interesting to hear it does not release carbon monoxide like gas does, this would also contribute to it being safer in homes.",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,1,1,1,3,2,1,5,6,3,2,4,3,3,4,4,5,5,5,5,3,5,8,5.33,3
R385,BLG385,1,This is interesting and something I am interested in learning more about.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,1,1,1,3,2,1,4,6,3,2,4,3,3,4,4,4,4,4,4,2,3,4,3,7
R386,BLG386,1,This is very nice.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,3,2,3,8,1,2,5,6,2,2,11,4,5,1,1,4,4,4,4,7,9,10,8.67,7
R387,BLG387,1,This is very nice.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,2,2,7,1,2,1,6,3,4,3,2,5,1,1,4,4,3,3.67,4,3,3,3.33,7
R388,BLG388,1,This survey has been an eye opener and I think one of the standout points for me is that it doesn’t create Carbon Monoxide which is currently a silent killer. By switching to Hydrogen this could save a number of lives every year as well as being more eco friendly.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,1,1,1,3,3,1,1,4,2,1,3,2,3,1,1,1,1,1,1,5,3,2,3.33,7
R389,BLG389,1,Too confusing.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Confused,2,3,2,3,3,3,9,3,1,4,4,2,2,9,1,3,1,1,1,1,1,1,5,5,5,5,3
R390,BLG390,1,Too expensive.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,2,1,1,4,3,1,3,2,1,5,9,1,4,1,1,3,3,3,3,5,6,6,5.67,6
R391,BLG391,1,Too expensive. I like my new boiler.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,2,2,7,2,2,5,2,1,1,7,4,4,1,1,2,2,2,2,4,4,4,4,7
R392,BLG392,1,Too old to worry about it.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,1,3,3,7,2,2,1,2,3,4,5,4,3,1,1,2,2,2,2,5,5,6,5.33,7
R393,BLG393,1,Unsure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,1,2,6,3,2,4,8,2,2,7,4,5,1,1,4,4,4,4,8,8,9,8.33,6
R394,BLG394,1,Unsure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,2,1,1,4,2,2,3,2,3,4,3,2,3,1,1,2,3,3,2.67,5,4,4,4.33,4
R395,BLG395,1,"Unsure and slightly overwhelmed as I'm not technically minded so struggle to understand all the ins and outs of it all. I think safety will be a big concern, but I would hope that vigorous testing would have taken place prior to the changes. I would like to see positive changes with regards to climate change, but living in a rural area I think it will be a long time coming to where I am.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,,1,Overwhelmed and confused,1,2,1,3,3,3,9,2,1,4,5,3,4,10,2,4,2,2,2,2,2,2,7,7,7,7,3
R396,BLG396,1,Unsure at this stage.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,2,0,1,3,3,2,1,8,1,2,2,2,3,1,1,2,2,2,2,5,5,5,5,2
R397,BLG397,1,Until demonstrates safe and not more expensive to run I will not be changing.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,2,2,2,6,3,2,5,2,1,1,8,3,4,2,2,1,1,1,1,2,0,0,0.67,6
R398,BLG398,1,Until it’s proven I’m ambivalent.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,1,2,1,4,1,2,4,5,3,2,4,3,3,2,2,4,2,3,3,3,4,6,4.33,4
R399,BLG399,1,"Vastly expensive. Ignores the reality of older UK housing stock. I’m not paying 10k for a boiler, so no heat for me although I'll be expected to subsidise others.",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,2,3,8,2,2,4,6,3,2,7,4,3,1,1,2,2,2,2,4,4,4,4,4
R400,BLG400,1,Very good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,1,1,1,3,2,1,4,6,3,2,4,3,3,4,4,4,4,3,3.67,2,3,4,3,4
R401,BLG401,1,Very confusing.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Confused,1,3,1,3,1,2,6,3,2,3,2,1,1,6,4,3,1,1,3,3,3,3,7,7,7,7,4
R402,BLG402,1,Very nice.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,2,2,7,2,1,4,3,3,2,4,3,4,2,2,4,4,4,4,4,5,6,5,4
R403,BLG403,1,Very optimistic.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,.,,1,3,2,3,3,3,9,1,2,5,5,3,4,11,4,3,3,3,2,2,2,2,7,7,7,7,4
R404,BLG404,1,"Very optimistic, hopeful.",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,.,,2,2,1,3,3,3,9,2,1,5,3,3,5,8,3,3,2,2,2,2,2,2,5,5,4,4.67,4
R405,BLG405,1,"Very positive, hopefully we can switch without the scaremongering of storage.",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Positive and hopeful,.,,1,2,2,3,1,3,7,1,2,3,3,3,2,5,4,5,1,1,1,1,1,1,4,1,2,2.33,4
R406,BLG406,1,Very unknown so is hard to be too confident about it.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Skeptical,2,2,2,3,2,3,8,1,2,5,8,3,4,10,2,3,2,2,2,2,2,2,3,3,3,3,2
R407,BLG407,1,Very worried about the change and not enough has been mentioned about this.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Worried,2,1,2,3,3,2,8,1,2,5,6,2,4,6,4,4,2,2,4,4,3,3.67,8,8,8,8,3
R408,BLG408,1,Want to learn more before things change.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,1,1,5,1,2,5,4,3,5,10,2,4,1,1,2,2,2,2,1,5,4,3.33,5
R409,BLG409,1,Was not aware of it until today.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,2,1,1,4,2,5,8,3,3,1,1,4,4,3,3.67,8,8,8,8,3
R410,BLG410,1,We all benefit in the end so we all should pay.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,2,3,3,8,3,1,1,4,2,2,4,3,3,1,1,3,2,3,2.67,5,5,7,5.67,3
R411,BLG411,1,We have to move forward with new technologies.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,2,1,2,5,1,2,3,2,3,4,8,3,4,1,1,3,1,2,2,8,10,8,8.67,2
R412,BLG412,1,We need to get on board.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,2,2,3,3,1,5,10,2,1,1,1,2,2,2,2,5,5,4,4.67,7
R413,BLG413,1,We shall see.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,2,1,6,3,1,5,4,2,2,9,1,5,2,2,2,2,2,2,7,6,6,6.33,3
R414,BLG414,1,We shouldn’t be paying to put huge profits into different energy companies.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,3,1,3,3,3,5,6,4,5,2,2,3,3,3,3,8,8,8,8,6
R415,BLG415,1,"What is the cost to produce hydrogen, transport & storage when compared to other sources? It might look and sound good on paper, but in reality, is it no better than what we are currently using now.",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,2,2,7,2,1,3,2,2,4,6,4,3,1,1,1,1,1,1,5,4,3,4,2
R416,BLG416,1,"While it sounds great, and I particularly like how elements will be added to make it safe for home usage such as a smell and the colorant for the gas hob, I worry about the cost to low-income earners. I would be happy for it to be rolled out in industrial towns first, but these are low earners so sorry it would hit them hardest. Some info on what modelling shows the predicted costs would be per household would be good.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,3,3,3,9,2,2,5,5,3,1,4,3,3,2,2,3,3,3,3,8,8,8,8,2
R417,BLG417,1,Will end up more expensive.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,1,1,5,1,2,5,5,3,4,8,3,3,1,1,3,3,3,3,4,7,9,6.67,5
R418,BLG418,1,Will research more on it.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,3,3,2,8,3,2,1,3,1,5,7,4,3,1,1,3,3,3,3,9,9,9,9,7
R419,BLG419,1,"With billions of pounds in profit, the costs could be covered by the main beneficiaries - the energy companies.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,1,7,2,1,5,5,2,1,10,2,3,2,2,4,4,4,4,8,10,10,9.33,5
R420,BLG420,1,Worried about cost implications.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Worried,2,3,1,3,2,3,8,2,2,5,4,3,4,7,4,3,1,1,3,2,2,2.33,2,4,2,2.67,3
R421,BLG421,1,Worries me.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Worried,2,2,3,3,3,3,9,3,1,3,2,2,2,9,1,3,1,1,1,2,1,1.33,5,5,6,5.33,4
R422,BLG422,1,Would be very interested to save money on fuel.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,2,2,2,6,1,2,3,3,3,4,1,1,4,2,2,3,2,2,2.33,7,8,8,7.67,7
R423,BLG423,1,Would need further information.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,2,2,3,7,2,2,4,4,2,5,5,4,3,1,1,1,2,2,1.67,6,6,5,5.67,3
R424,BLG424,1,Would need to know more.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,2,2,7,3,2,3,1,2,2,9,1,5,2,2,2,2,2,2,6,5,5,5.33,4
R425,BLG425,1,Would need to know more about it and if it would be cheaper.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,2,7,2,2,1,3,3,2,9,1,3,1,1,2,2,2,2,1,1,2,1.33,6
R426,BLG426,1,Would prefer to see it more widely used.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,2,1,5,6,3,2,8,3,5,2,2,2,2,2,2,7,7,7,7,7
R427,BLG427,1,Would want to know more about the safety factors.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,3,2,4,1,1,2,3,2,3,2,2,4,4,4,4,8,8,8,8,5
R428,MEG1,2,A potential good solution with many technical and infrastructure challenges to be overcome.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,4,4,11,3,1,4,6,2,5,8,3,5,3,3,3,3,3,3,5,5,6,5.33,6
R429,MEG2,2,"After everything learnt from this survey, I am considering in switching into this and hope that we have a greener future.",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,3,3,10,1,1,5,5,1,2,10,2,4,2,2,5,4,4,4.33,5,8,6,6.33,3
R430,MEG3,2,An exciting innovation.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,3,10,2,2,5,5,2,4,10,2,5,1,1,3,3,3,3,7,8,7,7.33,3
R431,MEG4,2,Anything that moves us in the direction of climate change improvements and environmental improvements is a good one.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,4,4,11,3,1,4,6,2,2,4,3,3,4,4,3,3,3,3,7,7,7,7,7
R432,MEG5,2,Any move to a more sustainable approach to energy should be properly considered. We are not sustainable at the moment and change is needed.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,3,4,10,2,2,4,6,3,5,4,3,3,2,2,4,4,4,4,8,8,8,8,2
R433,MEG6,2,"Anything that helps reduce global warming is fine with me, as long as the measures are safe and cost effective.",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,3,3,9,3,1,1,4,2,4,8,3,3,1,1,5,5,5,5,10,10,10,10,6
R434,MEG7,2,Anything that drives a reduction is good. The only issue is how slow we are going.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,1,3,4,4,11,3,1,4,4,3,2,3,2,3,2,2,5,5,5,5,8,8,8,8,6
R435,MEG8,2,Anything that helps our world is good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,4,10,3,2,1,3,2,4,8,3,5,1,1,2,2,2,2,9,9,9,9,5
R436,MEG9,2,Anything to help with climate change.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,4,10,1,2,5,4,1,1,9,1,1,2,2,2,2,2,2,5,5,5,5,7
R437,MEG10,2,"Because I don’t know much about it, it seems daunting.",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Daunting,2,2,3,3,3,4,10,1,2,5,3,3,2,1,1,3,1,1,2,2,2,2,6,5,4,5,7
R438,MEG11,2,Big change.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,3,3,9,1,2,5,2,3,4,6,4,3,2,2,2,2,2,2,4,5,4,4.33,6
R439,MEG12,2,"Bit nervous because I have a limited knowledge for energy use and only heard of major explosions involving hydrogen - makes me a bit fearful of accidents and if it is too much for homes. Conversely, I also understand that gas is finite and extracting and using it has terrible environmental consequences, so on balance, I would certainly support it for industry and possibly in homes.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,2,"Fearful, nervous",2,2,2,3,3,5,11,2,2,4,6,3,2,9,1,3,2,2,3,3,3,3,9,9,9,9,7
R440,MEG13,2,"Clean, non-CO2 producing energy source is the way forward.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,3,4,4,11,3,1,5,2,1,4,11,4,5,2,2,3,3,3,3,8,8,8,8,6
R441,MEG14,2,"Cleaner, greener.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,3,1,1,4,2,2,8,3,5,3,3,2,2,2,2,9,8,8,8.33,7
R442,MEG15,2,"Comical that this is being considered as a solution or option with the problems it presents and its extremely low calorific value. We would have to burn so much more for the equivalant heat and with so much danger involved and years of disruption, with two pipes down roads instead of one and two gas supplies in the country instead of one. We need to go back to coal gas. We have the coal and the infrastructure here now.",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,4,4,11,3,1,4,5,3,2,10,2,4,4,4,2,1,1,1.33,2,1,1,1.33,7
R443,MEG16,2,Coming round to the idea of using hydrogen as a source of energy.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,3,4,11,2,2,4,8,3,4,6,4,3,2,2,4,4,4,4,8,8,8,8,6
R444,MEG17,2,Confused.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Confused,2,2,2,3,4,3,10,1,2,3,2,3,5,5,4,5,1,1,3,3,2,2.67,5,5,5,5,7
R445,MEG18,2,Costs are already too high for people. They can't afford for prices to go up.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,5,11,2,2,3,2,3,4,11,4,3,1,1,3,3,3,3,5,5,5,5,2
R446,MEG19,2,Difficult to understand as conflicting information.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,4,10,1,2,5,5,2,2,11,4,3,1,1,3,3,3,3,7,7,8,7.33,3
R447,MEG20,2,Don't know enough,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,3,3,9,2,2,5,5,3,4,6,4,3,1,1,2,3,3,2.67,5,6,6,5.67,7
R448,MEG21,2,Excited for the potential of these changes and their impact on our future.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Excited,.,,2,3,2,4,3,3,10,1,1,3,3,2,5,1,1,3,2,2,3,3,3,3,8,6,7,7,3
R449,MEG22,2,Feel a bit worried about safety.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Worried,2,3,3,4,3,3,10,2,2,4,5,3,1,4,3,4,4,4,3,3,3,3,6,7,7,6.67,7
R450,MEG23,2,Feel it’s good for environment.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,3,4,11,1,1,5,6,2,2,4,3,1,3,3,4,4,3,3.67,4,6,8,6,7
R451,MEG24,2,"From what I understand, hydrogen is very dangerous and it wouldn't be advisable for use in the general public.",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,3,4,10,2,2,4,5,3,2,8,3,3,2,2,3,4,3,3.33,7,9,7,7.67,3
R452,MEG25,2,Given me some insight to hydrogen fuel.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,3,9,3,1,4,3,3,4,11,4,3,1,1,2,2,3,2.33,6,6,6,6,3
R453,MEG26,2,Good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,2,1,3,3,3,1,9,1,5,2,2,2,3,3,2.67,3,4,3,3.33,7
R454,MEG27,2,Good but not the solution.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,3,4,11,3,1,4,5,3,4,8,3,3,2,2,3,3,3,3,6,7,7,6.67,5
R455,MEG28,2,Good idea in theory... but very few people will be able to afford this change.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,4,3,4,11,3,1,3,4,2,4,7,4,3,2,2,2,2,2,2,8,6,6,6.67,5
R456,MEG29,2,"Good idea, just depends on costs.",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,3,9,2,2,5,6,3,2,10,2,3,1,1,3,3,3,3,6,7,7,6.67,5
R457,MEG30,2,Good to have a sustainable fuel.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,3,4,11,3,1,5,6,2,2,3,2,5,3,3,4,4,4,4,8,8,8,8,4
R458,MEG31,2,Great topic.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,3,3,10,1,1,3,6,3,5,5,4,4,2,2,2,3,4,3,7,4,6,5.67,7
R459,MEG32,2,Happy for impact towards environment.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Happy,.,,2,3,3,4,3,4,11,2,2,3,3,3,4,8,3,3,1,1,4,4,4,4,8,8,8,8,3
R460,MEG33,2,Hopeful that it can provide an alternative energy soon.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,5,11,3,2,5,2,2,1,8,3,5,1,1,3,3,2,2.67,8,8,8,8,5
